 k  ,   T2_6 ,   T2_100 ,   T2_200 ,   T2_500 ,   T2_1000 , 
3494.4 , 8.78822e-15 , 6.21394e-14 , 4.46145e-14 , 1.16658e-13 , 1.16226e-13 , 
3494.83 , 4.71739e-14 , 1.09983e-13 , 1.63172e-14 , 1.16017e-13 , 5.02586e-14 , 
3495.25 , 1.29464e-13 , 1.29657e-13 , 1.40015e-17 , 7.92636e-14 , 5.36771e-15 , 
3495.68 , 2.46669e-13 , 1.08506e-13 , 1.93254e-14 , 3.06e-14 , 7.70161e-15 , 
3496.11 , 3.64624e-13 , 5.99614e-14 , 7.59276e-14 , 1.57306e-15 , 5.44111e-14 , 
3496.54 , 4.39149e-13 , 1.47116e-14 , 1.4593e-13 , 1.00761e-14 , 1.15736e-13 , 
3496.96 , 4.39578e-13 , 3.84306e-16 , 1.93475e-13 , 4.86126e-14 , 1.53531e-13 , 
3497.39 , 3.65892e-13 , 2.34028e-14 , 1.92815e-13 , 8.96276e-14 , 1.44698e-13 , 
3497.82 , 2.48622e-13 , 6.51712e-14 , 1.44416e-13 , 1.04296e-13 , 9.50683e-14 , 
3498.25 , 1.31668e-13 , 9.51029e-14 , 7.45553e-14 , 8.21754e-14 , 3.53006e-14 , 
3498.67 , 4.89811e-14 , 9.16625e-14 , 1.87507e-14 , 3.85611e-14 , 1.52498e-15 , 
3499.1 , 9.71433e-15 , 5.71867e-14 , 2.11328e-17 , 4.52765e-15 , 1.29167e-14 , 
3499.53 , 2.45912e-16 , 1.64833e-14 , 1.61395e-14 , 6.18358e-15 , 6.01193e-14 , 
3499.96 , 1.79775e-16 , 1.08897e-16 , 4.38574e-14 , 4.68732e-14 , 1.11601e-13 , 
3500.38 , 2.4304e-16 , 2.35469e-14 , 5.66367e-14 , 1.04184e-13 , 1.33809e-13 , 
3500.81 , 9.34062e-15 , 7.62579e-14 , 4.35084e-14 , 1.43886e-13 , 1.12398e-13 , 
3501.24 , 4.60142e-14 , 1.27963e-13 , 1.6232e-14 , 1.41789e-13 , 6.12513e-14 , 
3501.67 , 1.20711e-13 , 1.47973e-13 , 9.61234e-17 , 9.9239e-14 , 1.36588e-14 , 
3502.09 , 2.21915e-13 , 1.24752e-13 , 1.49815e-14 , 4.21749e-14 , 1.24164e-15 , 
3502.52 , 3.16748e-13 , 7.27911e-14 , 5.99312e-14 , 4.40842e-15 , 3.38392e-14 , 
3502.95 , 3.66903e-13 , 2.25222e-14 , 1.12078e-13 , 6.10515e-15 , 9.29865e-14 , 
3503.38 , 3.50085e-13 , 2.54875e-16 , 1.40937e-13 , 4.14743e-14 , 1.43119e-13 , 
3503.8 , 2.73204e-13 , 1.17021e-14 , 1.28572e-13 , 8.35232e-14 , 1.53591e-13 , 
3504.23 , 1.68575e-13 , 3.99563e-14 , 8.19461e-14 , 1.02458e-13 , 1.17796e-13 , 
3504.66 , 7.55655e-14 , 5.88533e-14 , 2.90212e-14 , 8.54328e-14 , 5.75008e-14 , 
3505.09 , 1.94375e-14 , 5.22118e-14 , 9.26597e-16 , 4.4608e-14 , 9.61023e-15 , 
3505.51 , 7.83328e-16 , 2.559e-14 , 1.20127e-14 , 8.40639e-15 , 3.53994e-15 , 
3505.94 , 1.57997e-15 , 2.40958e-15 , 5.0989e-14 , 2.00759e-15 , 4.31406e-14 , 
3506.37 , 2.68377e-15 , 7.13972e-15 , 8.90096e-14 , 3.0249e-14 , 1.04348e-13 , 
3506.8 , 3.55436e-17 , 4.71225e-14 , 9.92231e-14 , 7.43496e-14 , 1.49967e-13 , 
3507.23 , 8.06801e-15 , 1.0568e-13 , 7.46989e-14 , 1.04596e-13 , 1.52439e-13 , 
3507.65 , 4.78861e-14 , 1.51536e-13 , 3.27646e-14 , 1.00436e-13 , 1.10535e-13 , 
3508.08 , 1.2853e-13 , 1.5852e-13 , 2.98613e-15 , 6.44992e-14 , 4.97835e-14 , 
3508.51 , 2.34722e-13 , 1.22476e-13 , 6.94481e-15 , 2.10871e-14 , 6.46304e-15 , 
3508.94 , 3.30384e-13 , 6.40606e-14 , 4.34808e-14 , 8.71412e-17 , 5.24225e-15 , 
3509.36 , 3.76735e-13 , 1.55078e-14 , 8.92965e-14 , 1.69572e-14 , 4.42857e-14 , 
3509.79 , 3.53857e-13 , 1.72491e-16 , 1.14481e-13 , 6.21382e-14 , 9.6969e-14 , 
3510.22 , 2.72024e-13 , 1.83979e-14 , 1.02498e-13 , 1.07017e-13 , 1.28936e-13 , 
3510.65 , 1.65621e-13 , 4.89981e-14 , 6.12289e-14 , 1.22608e-13 , 1.1973e-13 , 
3511.07 , 7.36184e-14 , 6.50711e-14 , 1.76817e-14 , 9.86639e-14 , 7.54568e-14 , 
3511.5 , 1.9178e-14 , 5.32448e-14 , 1.04831e-17 , 5.05905e-14 , 2.46748e-14 , 
3511.93 , 1.00053e-15 , 2.32232e-14 , 1.88929e-14 , 9.53508e-15 , 1.61383e-16 , 
3512.36 , 9.46641e-16 , 1.12339e-15 , 6.07135e-14 , 2.12842e-15 , 1.81039e-14 , 
3512.78 , 1.4623e-15 , 1.10976e-14 , 9.69761e-14 , 3.31401e-14 , 6.77702e-14 , 
3513.21 , 9.73627e-17 , 5.77172e-14 , 1.03465e-13 , 8.2421e-14 , 1.18166e-13 , 
3513.64 , 1.08781e-14 , 1.21138e-13 , 7.62264e-14 , 1.18094e-13 , 1.37523e-13 , 
3514.07 , 5.17793e-14 , 1.68506e-13 , 3.36958e-14 , 1.17281e-13 , 1.13401e-13 , 
3514.49 , 1.27452e-13 , 1.74229e-13 , 3.75382e-15 , 8.07915e-14 , 6.08017e-14 , 
3514.92 , 2.19901e-13 , 1.35754e-13 , 4.66823e-15 , 3.22125e-14 , 1.31184e-14 , 
3515.35 , 2.94579e-13 , 7.46162e-14 , 3.29264e-14 , 2.17602e-15 , 1.4722e-15 , 
3515.78 , 3.18802e-13 , 2.22718e-14 , 6.61926e-14 , 8.2885e-15 , 3.52369e-14 , 
3516.2 , 2.80876e-13 , 3.75343e-16 , 7.92757e-14 , 4.39597e-14 , 9.58762e-14 , 
3516.63 , 1.97383e-13 , 8.6057e-15 , 6.20921e-14 , 8.33604e-14 , 1.47978e-13 , 
3517.06 , 1.03746e-13 , 2.78078e-14 , 2.72513e-14 , 9.90256e-14 , 1.60748e-13 , 
3517.49 , 3.40506e-14 , 3.57244e-14 , 1.87941e-15 , 8.02659e-14 , 1.26707e-13 , 
3517.91 , 3.07729e-15 , 2.40869e-14 , 9.06284e-15 , 4.01573e-14 , 6.61355e-14 , 
3518.34 , 1.81332e-15 , 5.04234e-15 , 5.14103e-14 , 6.51081e-15 , 1.45436e-14 , 
3518.77 , 8.56468e-15 , 2.38831e-15 , 1.07972e-13 , 2.98335e-15 , 1.00443e-15 , 
3519.2 , 7.34654e-15 , 3.36188e-14 , 1.46861e-13 , 3.29919e-14 , 3.06948e-14 , 
3519.62 , 5.44106e-16 , 9.52879e-14 , 1.45422e-13 , 7.72252e-14 , 8.2343e-14 , 
3520.05 , 6.99875e-15 , 1.62131e-13 , 1.04653e-13 , 1.06444e-13 , 1.21964e-13 , 
3520.48 , 4.68698e-14 , 2.0117e-13 , 4.84143e-14 , 1.01067e-13 , 1.24204e-13 , 
3520.91 , 1.23873e-13 , 1.91825e-13 , 7.95583e-15 , 6.44508e-14 , 8.79479e-14 , 
3521.33 , 2.17545e-13 , 1.38867e-13 , 2.11711e-15 , 2.09775e-14 , 3.65923e-14 , 
3521.76 , 2.91611e-13 , 6.95799e-14 , 2.62139e-14 , 8.67641e-17 , 2.94821e-15 , 
3522.19 , 3.13718e-13 , 1.69769e-14 , 5.67732e-14 , 1.67841e-14 , 8.38898e-15 , 
3522.62 , 2.74066e-13 , 2.06972e-17 , 6.85879e-14 , 6.15113e-14 , 4.93416e-14 , 
3523.05 , 1.90992e-13 , 1.3746e-14 , 5.23831e-14 , 1.06145e-13 , 9.95991e-14 , 
3523.47 , 9.99636e-14 , 3.5404e-14 , 2.11059e-14 , 1.22235e-13 , 1.26961e-13 , 
3523.9 , 3.32914e-14 , 4.20232e-14 , 6.79058e-16 , 9.95276e-14 , 1.13727e-13 , 
3524.33 , 3.54719e-15 , 2.71987e-14 , 1.15828e-14 , 5.2592e-14 , 6.81362e-14 , 
3524.76 , 9.54485e-16 , 5.63484e-15 , 5.38786e-14 , 1.12496e-14 , 1.95173e-14 , 
3525.18 , 5.34723e-15 , 2.37768e-15 , 1.05939e-13 , 1.09417e-15 , 5.44933e-17 , 
3525.61 , 3.59944e-15 , 3.41751e-14 , 1.37892e-13 , 2.69519e-14 , 2.45361e-14 , 
3526.04 , 3.29906e-17 , 9.57956e-14 , 1.3087e-13 , 7.00877e-14 , 8.07078e-14 , 
3526.47 , 1.25334e-14 , 1.60867e-13 , 8.91947e-14 , 1.0089e-13 , 1.36337e-13 , 
3526.89 , 5.72533e-14 , 1.97066e-13 , 3.74122e-14 , 9.85695e-14 , 1.5872e-13 , 
3527.32 , 1.32911e-13 , 1.85792e-13 , 4.21605e-15 , 6.48293e-14 , 1.3462e-13 , 
3527.75 , 2.16243e-13 , 1.33466e-13 , 4.07433e-15 , 2.25313e-14 , 7.83282e-14 , 
3528.18 , 2.72672e-13 , 6.71133e-14 , 2.88333e-14 , 3.49226e-16 , 2.29043e-14 , 
3528.6 , 2.75895e-13 , 1.73295e-14 , 5.47326e-14 , 1.36407e-14 , 4.04204e-18 , 
3529.03 , 2.23741e-13 , 3.83316e-17 , 5.98289e-14 , 5.42293e-14 , 2.07714e-14 , 
3529.46 , 1.3988e-13 , 8.94319e-15 , 3.98129e-14 , 9.58143e-14 , 6.95156e-14 , 
3529.89 , 6.00651e-14 , 2.32063e-14 , 1.13138e-14 , 1.11349e-13 , 1.13952e-13 , 
3530.31 , 1.17524e-14 , 2.44875e-14 , 3.52195e-16 , 9.08408e-14 , 1.25517e-13 , 
3530.74 , 1.54423e-16 , 1.12211e-14 , 2.37344e-14 , 4.77725e-14 , 9.70577e-14 , 
3531.17 , 9.32775e-15 , 8.71115e-17 , 7.60987e-14 , 9.9816e-15 , 4.69761e-14 , 
3531.6 , 1.67985e-14 , 1.3556e-14 , 1.31636e-13 , 1.13214e-15 , 7.34724e-15 , 
3532.02 , 1.12411e-14 , 6.21267e-14 , 1.59714e-13 , 2.51442e-14 , 3.58106e-15 , 
3532.45 , 9.14177e-16 , 1.33733e-13 , 1.44236e-13 , 6.39213e-14 , 3.83879e-14 , 
3532.88 , 7.09394e-15 , 1.98147e-13 , 9.39891e-14 , 8.98332e-14 , 9.00791e-14 , 
3533.31 , 4.71359e-14 , 2.24109e-13 , 3.71101e-14 , 8.45533e-14 , 1.26216e-13 , 
3533.73 , 1.19032e-13 , 1.98272e-13 , 3.3257e-15 , 5.1639e-14 , 1.24038e-13 , 
3534.16 , 1.98473e-13 , 1.33532e-13 , 5.63092e-15 , 1.43613e-14 , 8.48229e-14 , 
3534.59 , 2.51087e-13 , 6.12861e-14 , 3.33698e-14 , 1.70004e-16 , 3.32109e-14 , 
3535.02 , 2.52247e-13 , 1.25582e-14 , 6.0964e-14 , 2.20615e-14 , 1.83423e-15 , 
3535.44 , 2.01696e-13 , 3.1108e-16 , 6.6108e-14 , 6.93015e-14 , 1.08885e-14 , 
3535.87 , 1.23479e-13 , 1.42016e-14 , 4.50265e-14 , 1.13791e-13 , 5.53893e-14 , 
3536.3 , 5.13876e-14 , 3.06777e-14 , 1.45846e-14 , 1.28047e-13 , 1.08122e-13 , 
3536.73 , 9.46056e-15 , 3.10542e-14 , 1.54511e-19 , 1.03054e-13 , 1.36497e-13 , 
3537.16 , 1.91087e-16 , 1.50547e-14 , 1.67215e-14 , 5.42655e-14 , 1.22846e-13 , 
3537.58 , 7.54497e-15 , 5.98379e-16 , 5.89127e-14 , 1.17616e-14 , 7.55191e-14 , 
3538.01 , 1.18705e-14 , 1.0156e-14 , 1.02493e-13 , 9.88667e-16 , 2.38524e-14 , 
3538.44 , 5.82045e-15 , 5.3197e-14 , 1.20781e-13 , 2.66161e-14 , 7.49403e-17 , 
3538.87 , 2.65006e-17 , 1.16995e-13 , 1.02223e-13 , 6.99949e-14 , 1.93723e-14 , 
3539.29 , 1.45683e-14 , 1.72436e-13 , 5.82415e-14 , 1.01721e-13 , 7.04435e-14 , 
3539.72 , 6.22923e-14 , 1.91306e-13 , 1.58671e-14 , 1.00927e-13 , 1.22411e-13 , 
3540.15 , 1.35878e-13 , 1.63751e-13 , 3.87598e-17 , 6.85918e-14 , 1.43789e-13 , 
3540.58 , 2.082e-13 , 1.04369e-13 , 1.74419e-14 , 2.62765e-14 , 1.21765e-13 , 
3541 , 2.46617e-13 , 4.29503e-14 , 5.2663e-14 , 1.3254e-15 , 6.98739e-14 , 
3541.43 , 2.32228e-13 , 6.07551e-15 , 7.91686e-14 , 8.57844e-15 , 1.94213e-14 , 
3541.86 , 1.71571e-13 , 1.73999e-15 , 7.76306e-14 , 4.07688e-14 , 3.00837e-17 , 
3542.29 , 9.29803e-14 , 1.69811e-14 , 4.91731e-14 , 7.39294e-14 , 2.14701e-14 , 
3542.71 , 2.98512e-14 , 2.95639e-14 , 1.45877e-14 , 8.40482e-14 , 6.8006e-14 , 
3543.14 , 1.6432e-15 , 2.52864e-14 , 4.21679e-17 , 6.36909e-14 , 1.08676e-13 , 
3543.57 , 4.75852e-15 , 8.76649e-15 , 1.89443e-14 , 2.73659e-14 , 1.16973e-13 , 
3544 , 1.87563e-14 , 1.64262e-16 , 6.22595e-14 , 1.92595e-15 , 8.75631e-14 , 
3544.42 , 2.30612e-14 , 2.00539e-14 , 1.03922e-13 , 8.34528e-15 , 3.95857e-14 , 
3544.85 , 1.24314e-14 , 7.29211e-14 , 1.17821e-13 , 4.70504e-14 , 4.49785e-15 , 
3545.28 , 5.46077e-16 , 1.40914e-13 , 9.50646e-14 , 9.67165e-14 , 6.11139e-15 , 
3545.71 , 9.34259e-15 , 1.92669e-13 , 4.99567e-14 , 1.27553e-13 , 4.53564e-14 , 
3546.13 , 5.15984e-14 , 2.01878e-13 , 1.06989e-14 , 1.20499e-13 , 9.93572e-14 , 
3546.56 , 1.1897e-13 , 1.63543e-13 , 9.69737e-16 , 7.97131e-14 , 1.35464e-13 , 
3546.99 , 1.84116e-13 , 9.72423e-14 , 2.46457e-14 , 3.01242e-14 , 1.31538e-13 , 
3547.42 , 2.16029e-13 , 3.51774e-14 , 6.37544e-14 , 1.53321e-15 , 8.98279e-14 , 
3547.84 , 1.98721e-13 , 2.81443e-15 , 9.08779e-14 , 9.63485e-15 , 3.57671e-14 , 
3548.27 , 1.41024e-13 , 4.68425e-15 , 8.75694e-14 , 4.63043e-14 , 2.36307e-15 , 
3548.7 , 7.1075e-14 , 2.43436e-14 , 5.64366e-14 , 8.54184e-14 , 9.84933e-15 , 
3549.13 , 1.91515e-14 , 3.79527e-14 , 1.88738e-14 , 1.00267e-13 , 5.32068e-14 , 
3549.55 , 1.88368e-16 , 3.18843e-14 , 1.8875e-16 , 8.10581e-14 , 1.05316e-13 , 
3549.98 , 7.2605e-15 , 1.226e-14 , 1.22985e-14 , 4.10092e-14 , 1.33775e-13 , 
3550.41 , 1.98214e-14 , 1.49078e-17 , 4.57617e-14 , 7.18851e-15 , 1.20965e-13 , 
3550.84 , 2.04702e-14 , 1.50358e-14 , 7.64919e-14 , 2.26991e-15 , 7.48944e-14 , 
3551.26 , 8.38733e-15 , 6.04567e-14 , 8.25242e-14 , 2.94026e-14 , 2.41613e-14 , 
3551.69 , 2.14917e-17 , 1.18127e-13 , 5.9361e-14 , 7.01999e-14 , 1.5106e-16 , 
3552.12 , 1.6531e-14 , 1.58718e-13 , 2.33945e-14 , 9.71274e-14 , 1.75824e-14 , 
3552.55 , 6.67092e-14 , 1.59967e-13 , 9.49854e-16 , 9.19856e-14 , 6.54478e-14 , 
3552.98 , 1.3744e-13 , 1.20973e-13 , 1.03076e-14 , 5.81638e-14 , 1.13942e-13 , 
3553.4 , 1.98806e-13 , 6.29516e-14 , 4.88392e-14 , 1.84785e-14 , 1.33012e-13 , 
3553.83 , 2.21101e-13 , 1.59107e-14 , 9.4061e-14 , 3.28454e-17 , 1.10968e-13 , 
3554.26 , 1.92845e-13 , 2.1335e-17 , 1.1807e-13 , 1.61181e-14 , 6.15827e-14 , 
3554.69 , 1.28017e-13 , 1.40181e-14 , 1.05807e-13 , 5.72098e-14 , 1.53472e-14 , 
3555.11 , 5.7663e-14 , 3.81006e-14 , 6.49692e-14 , 9.70569e-14 , 3.71705e-16 , 
3555.54 , 1.13406e-14 , 4.90572e-14 , 2.09588e-14 , 1.09883e-13 , 2.49131e-14 , 
3555.97 , 3.99795e-16 , 3.71151e-14 , 2.01754e-16 , 8.73463e-14 , 7.23994e-14 , 
3556.4 , 1.37997e-14 , 1.2943e-14 , 1.29835e-14 , 4.40557e-14 , 1.12028e-13 , 
3556.82 , 2.8631e-14 , 1.61033e-18 , 4.71982e-14 , 7.97379e-15 , 1.18267e-13 , 
3557.25 , 2.77294e-14 , 1.74694e-14 , 7.7092e-14 , 2.06623e-15 , 8.70227e-14 , 
3557.68 , 1.21692e-14 , 6.54594e-14 , 8.10157e-14 , 2.92885e-14 , 3.83349e-14 , 
3558.11 , 1.18583e-16 , 1.22818e-13 , 5.61873e-14 , 7.08133e-14 , 3.87912e-15 , 
3558.53 , 1.2967e-14 , 1.59382e-13 , 2.05338e-14 , 9.86267e-14 , 7.04722e-15 , 
3558.96 , 5.84071e-14 , 1.54801e-13 , 3.96428e-16 , 9.41213e-14 , 4.8054e-14 , 
3559.39 , 1.22325e-13 , 1.1153e-13 , 1.24199e-14 , 6.03818e-14 , 1.03412e-13 , 
3559.82 , 1.75444e-13 , 5.33663e-14 , 5.18636e-14 , 2.00378e-14 , 1.4018e-13 , 
3560.24 , 1.90713e-13 , 1.04958e-14 , 9.52499e-14 , 1.54806e-16 , 1.36212e-13 , 
3560.67 , 1.60059e-13 , 8.66077e-16 , 1.15626e-13 , 1.41907e-14 , 9.38363e-14 , 
3561.1 , 9.94788e-14 , 2.01076e-14 , 1.00261e-13 , 5.30039e-14 , 3.85031e-14 , 
3561.53 , 3.90589e-14 , 4.63699e-14 , 5.89309e-14 , 9.08824e-14 , 3.18463e-15 , 
3561.95 , 4.56507e-15 , 5.64534e-14 , 1.73232e-14 , 1.02615e-13 , 8.2056e-15 , 
3562.38 , 2.68588e-15 , 4.21131e-14 , 9.03647e-18 , 8.02877e-14 , 4.89464e-14 , 
3562.81 , 1.94446e-14 , 1.54916e-14 , 1.4452e-14 , 3.86796e-14 , 9.89879e-14 , 
3563.24 , 3.23281e-14 , 1.03107e-16 , 4.67175e-14 , 5.62768e-15 , 1.26665e-13 , 
3563.66 , 2.74743e-14 , 1.36892e-14 , 7.16515e-14 , 3.70398e-15 , 1.14721e-13 , 
3564.09 , 9.95225e-15 , 5.47769e-14 , 7.05151e-14 , 3.52632e-14 , 7.0836e-14 , 
3564.52 , 4.27925e-17 , 1.0229e-13 , 4.40719e-14 , 8.07371e-14 , 2.26001e-14 , 
3564.95 , 1.80652e-14 , 1.28697e-13 , 1.21965e-14 , 1.11299e-13 , 1.06867e-16 , 
3565.37 , 6.8259e-14 , 1.17976e-13 , 2.43012e-16 , 1.07583e-13 , 1.71213e-14 , 
3565.8 , 1.33015e-13 , 7.63339e-14 , 2.13489e-14 , 7.21418e-14 , 6.25422e-14 , 
3566.23 , 1.81864e-13 , 2.84336e-14 , 6.67037e-14 , 2.75525e-14 , 1.0747e-13 , 
3566.66 , 1.89688e-13 , 1.5274e-15 , 1.10487e-13 , 1.45958e-15 , 1.23411e-13 , 
3567.09 , 1.52286e-13 , 8.07375e-15 , 1.26354e-13 , 8.54307e-15 , 1.00218e-13 , 
3567.51 , 8.90527e-14 , 3.83357e-14 , 1.0457e-13 , 4.12669e-14 , 5.2523e-14 , 
3567.94 , 3.10063e-14 , 6.77963e-14 , 5.84056e-14 , 7.54413e-14 , 1.06571e-14 , 
3568.37 , 1.98833e-15 , 7.42585e-14 , 1.55169e-14 , 8.67688e-14 , 1.67161e-15 , 
3568.8 , 5.34938e-15 , 5.30384e-14 , 5.72262e-17 , 6.7288e-14 , 3.23369e-14 , 
3569.22 , 2.45374e-14 , 2.00026e-14 , 1.73621e-14 , 3.07305e-14 , 8.47202e-14 , 
3569.65 , 3.66814e-14 , 4.73485e-16 , 5.13086e-14 , 3.24146e-15 , 1.27145e-13 , 
3570.08 , 2.95725e-14 , 1.15472e-14 , 7.59047e-14 , 5.6343e-15 , 1.33744e-13 , 
3570.51 , 1.03566e-14 , 4.98643e-14 , 7.31774e-14 , 3.90529e-14 , 1.00476e-13 , 
3570.93 , 4.05212e-17 , 9.31722e-14 , 4.52816e-14 , 8.3661e-14 , 4.76323e-14 , 
3571.36 , 1.77028e-14 , 1.14731e-13 , 1.27432e-14 , 1.11369e-13 , 7.30678e-15 , 
3571.79 , 6.53724e-14 , 1.00951e-13 , 1.27417e-16 , 1.04279e-13 , 3.58423e-15 , 
3572.22 , 1.24177e-13 , 6.04376e-14 , 1.89219e-14 , 6.66706e-14 , 3.7758e-14 , 
3572.64 , 1.64778e-13 , 1.83801e-14 , 5.92547e-14 , 2.25549e-14 , 8.77154e-14 , 
3573.07 , 1.65405e-13 , 3.81515e-17 , 9.61039e-14 , 2.85241e-16 , 1.21828e-13 , 
3573.5 , 1.2563e-13 , 1.43457e-14 , 1.05867e-13 , 1.42396e-14 , 1.18676e-13 , 
3573.93 , 6.6704e-14 , 4.85536e-14 , 8.21493e-14 , 5.55377e-14 , 8.03206e-14 , 
3574.35 , 1.82399e-14 , 7.73601e-14 , 4.01491e-14 , 9.78293e-14 , 3.09148e-14 , 
3574.78 , 4.15037e-17 , 8.02564e-14 , 6.66386e-15 , 1.14324e-13 , 1.54511e-15 , 
3575.21 , 1.10184e-14 , 5.53605e-14 , 2.38996e-15 , 9.49189e-14 , 1.07978e-14 , 
3575.64 , 3.2262e-14 , 2.04366e-14 , 2.83576e-14 , 5.22739e-14 , 5.31506e-14 , 
3576.06 , 4.17918e-14 , 5.27296e-16 , 6.5559e-14 , 1.30439e-14 , 1.02414e-13 , 
3576.49 , 3.06693e-14 , 1.06436e-14 , 8.7956e-14 , 2.17368e-16 , 1.28044e-13 , 
3576.92 , 9.40351e-15 , 4.53001e-14 , 8.0094e-14 , 1.83137e-14 , 1.14157e-13 , 
3577.35 , 2.61213e-16 , 8.20067e-14 , 4.74655e-14 , 5.11472e-14 , 6.93881e-14 , 
3577.77 , 2.08023e-14 , 9.63891e-14 , 1.27064e-14 , 7.34693e-14 , 2.14907e-14 , 
3578.2 , 6.99941e-14 , 7.87146e-14 , 1.91488e-16 , 6.85522e-14 , 4.10567e-17 , 
3578.63 , 1.26636e-13 , 4.06504e-14 , 1.94554e-14 , 3.98799e-14 , 1.80564e-14 , 
3579.06 , 1.61548e-13 , 7.61138e-15 , 5.85928e-14 , 9.03846e-15 , 6.39555e-14 , 
3579.48 , 1.55676e-13 , 1.82388e-15 , 9.21003e-14 , 1.17499e-15 , 1.08853e-13 , 
3579.91 , 1.12176e-13 , 2.74336e-14 , 9.78993e-14 , 2.76484e-14 , 1.2461e-13 , 
3580.34 , 5.44871e-14 , 6.76816e-14 , 7.213e-14 , 7.74913e-14 , 1.01386e-13 , 
3580.77 , 1.16172e-14 , 9.60448e-14 , 3.1763e-14 , 1.23503e-13 , 5.37388e-14 , 
3581.19 , 4.01031e-16 , 9.38794e-14 , 3.31906e-15 , 1.39159e-13 , 1.15186e-14 , 
3581.62 , 1.63027e-14 , 6.27392e-14 , 5.21649e-15 , 1.15362e-13 , 1.21233e-15 , 
3582.05 , 3.85862e-14 , 2.31743e-14 , 3.55941e-14 , 6.61402e-14 , 2.94125e-14 , 
3582.48 , 4.59663e-14 , 8.49749e-16 , 7.37029e-14 , 1.95913e-14 , 7.8685e-14 , 
3582.91 , 3.1916e-14 , 9.39273e-15 , 9.38842e-14 , 6.94295e-17 , 1.18421e-13 , 
3583.33 , 9.16199e-15 , 4.14676e-14 , 8.27127e-14 , 1.32244e-14 , 1.239e-13 , 
3583.76 , 3.82848e-16 , 7.40412e-14 , 4.78278e-14 , 4.35843e-14 , 9.16998e-14 , 
3584.19 , 2.15231e-14 , 8.42012e-14 , 1.25734e-14 , 6.5991e-14 , 4.18347e-14 , 
3584.62 , 6.92428e-14 , 6.48126e-14 , 1.70026e-16 , 6.30955e-14 , 5.33545e-15 , 
3585.04 , 1.2126e-13 , 2.94166e-14 , 1.8093e-14 , 3.71836e-14 , 4.9543e-15 , 
3585.47 , 1.49666e-13 , 3.08036e-15 , 5.31945e-14 , 8.48115e-15 , 4.10318e-14 , 
3585.9 , 1.38512e-13 , 5.3498e-15 , 8.08048e-14 , 1.11739e-15 , 9.12856e-14 , 
3586.33 , 9.40335e-14 , 3.68258e-14 , 8.16234e-14 , 2.61966e-14 , 1.24644e-13 , 
3586.75 , 4.07013e-14 , 7.84144e-14 , 5.4966e-14 , 7.33467e-14 , 1.20509e-13 , 
3587.18 , 5.75053e-15 , 1.03798e-13 , 1.93987e-14 , 1.16525e-13 , 8.14927e-14 , 
3587.61 , 2.40655e-15 , 9.67963e-14 , 2.77964e-16 , 1.30409e-13 , 3.1719e-14 , 
3588.04 , 2.28319e-14 , 6.19927e-14 , 1.25598e-14 , 1.06649e-13 , 1.80548e-15 , 
3588.46 , 4.51781e-14 , 2.15701e-14 , 5.04346e-14 , 5.93155e-14 , 9.87085e-15 , 
3588.89 , 4.96536e-14 , 5.23664e-16 , 9.07955e-14 , 1.59414e-14 , 5.03806e-14 , 
3589.32 , 3.25464e-14 , 1.02104e-14 , 1.08283e-13 , 2.67883e-17 , 9.77193e-14 , 
3589.75 , 8.65519e-15 , 4.12307e-14 , 9.18951e-14 , 1.64373e-14 , 1.22213e-13 , 
3590.17 , 5.57709e-16 , 7.03148e-14 , 5.21226e-14 , 4.91753e-14 , 1.08605e-13 , 
3590.6 , 2.21221e-14 , 7.64414e-14 , 1.38869e-14 , 7.28104e-14 , 6.54701e-14 , 
3591.03 , 6.76268e-14 , 5.52442e-14 , 7.62893e-17 , 6.9865e-14 , 1.97763e-14 , 
3591.46 , 1.14079e-13 , 2.19603e-14 , 1.66788e-14 , 4.25708e-14 , 6.88876e-18 , 
3591.88 , 1.35417e-13 , 9.7719e-16 , 4.93929e-14 , 1.12398e-14 , 1.84064e-14 , 
3592.31 , 1.1922e-13 , 9.05408e-15 , 7.38338e-14 , 3.67787e-16 , 6.33914e-14 , 
3592.74 , 7.48036e-14 , 4.36019e-14 , 7.23486e-14 , 2.17762e-14 , 1.06831e-13 , 
3593.17 , 2.72772e-14 , 8.39607e-14 , 4.60454e-14 , 6.60286e-14 , 1.21613e-13 , 
3593.59 , 1.53639e-15 , 1.04871e-13 , 1.3971e-14 , 1.07904e-13 , 9.85407e-14 , 
3594.02 , 6.78288e-15 , 9.31191e-14 , 9.99538e-18 , 1.22398e-13 , 5.20228e-14 , 
3594.45 , 3.17817e-14 , 5.6227e-14 , 1.6414e-14 , 1.00782e-13 , 1.10719e-14 , 
3594.88 , 5.37568e-14 , 1.73795e-14 , 5.508e-14 , 5.61662e-14 , 1.20533e-15 , 
3595.3 , 5.46997e-14 , 6.27534e-17 , 9.2517e-14 , 1.49932e-14 , 2.85705e-14 , 
3595.73 , 3.39284e-14 , 1.27076e-14 , 1.0521e-13 , 4.00948e-17 , 7.61439e-14 , 
3596.16 , 8.41996e-15 , 4.36145e-14 , 8.51281e-14 , 1.61428e-14 , 1.14353e-13 , 
3596.59 , 7.28275e-16 , 6.94297e-14 , 4.50013e-14 , 4.79004e-14 , 1.19475e-13 , 
