k , Pk , 
0.0726032 , 5682.23 , 
0.0726664 , 5674.59 , 
0.0727297 , 5666.94 , 
0.072793 , 5659.28 , 
0.0728564 , 5651.62 , 
0.0729198 , 5643.95 , 
0.0729832 , 5636.27 , 
0.0730468 , 5628.59 , 
0.0731103 , 5620.89 , 
0.073174 , 5613.2 , 
0.0732377 , 5605.49 , 
0.0733014 , 5597.78 , 
0.0733652 , 5590.06 , 
0.0734291 , 5582.34 , 
0.073493 , 5574.6 , 
0.073557 , 5566.87 , 
0.073621 , 5559.12 , 
0.0736851 , 5551.37 , 
0.0737492 , 5543.61 , 
0.0738134 , 5535.85 , 
0.0738777 , 5528.08 , 
0.073942 , 5520.3 , 
0.0740063 , 5512.52 , 
0.0740707 , 5504.73 , 
0.0741352 , 5496.94 , 
0.0741997 , 5489.14 , 
0.0742643 , 5481.33 , 
0.074329 , 5473.52 , 
0.0743937 , 5465.71 , 
0.0744584 , 5457.88 , 
0.0745232 , 5450.05 , 
0.0745881 , 5442.22 , 
0.074653 , 5434.38 , 
0.074718 , 5426.54 , 
0.074783 , 5418.68 , 
0.0748481 , 5410.83 , 
0.0749133 , 5402.97 , 
0.0749785 , 5395.1 , 
0.0750437 , 5387.23 , 
0.0751091 , 5379.35 , 
0.0751744 , 5371.47 , 
0.0752399 , 5363.59 , 
0.0753054 , 5355.7 , 
0.0753709 , 5347.8 , 
0.0754365 , 5339.9 , 
0.0755022 , 5331.99 , 
0.0755679 , 5324.08 , 
0.0756337 , 5316.17 , 
0.0756995 , 5308.25 , 
0.0757654 , 5300.33 , 
0.0758313 , 5292.4 , 
0.0758973 , 5284.47 , 
0.0759634 , 5276.53 , 
0.0760295 , 5268.59 , 
0.0760957 , 5260.65 , 
0.0761619 , 5252.7 , 
0.0762282 , 5244.75 , 
0.0762946 , 5236.79 , 
0.076361 , 5228.83 , 
0.0764274 , 5220.86 , 
0.076494 , 5212.9 , 
0.0765605 , 5204.93 , 
0.0766272 , 5196.95 , 
0.0766939 , 5188.97 , 
0.0767606 , 5180.99 , 
0.0768275 , 5173 , 
0.0768943 , 5165.02 , 
0.0769613 , 5157.02 , 
0.0770282 , 5149.03 , 
0.0770953 , 5141.03 , 
0.0771624 , 5133.03 , 
0.0772296 , 5125.03 , 
0.0772968 , 5117.02 , 
0.0773641 , 5109.01 , 
0.0774314 , 5101 , 
0.0774988 , 5092.98 , 
0.0775663 , 5084.96 , 
0.0776338 , 5076.94 , 
0.0777013 , 5068.92 , 
0.077769 , 5060.9 , 
0.0778367 , 5052.87 , 
0.0779044 , 5044.84 , 
0.0779722 , 5036.81 , 
0.0780401 , 5028.78 , 
0.078108 , 5020.74 , 
0.078176 , 5012.71 , 
0.0782441 , 5004.67 , 
0.0783122 , 4996.63 , 
0.0783803 , 4988.59 , 
0.0784486 , 4980.55 , 
0.0785168 , 4972.51 , 
0.0785852 , 4964.46 , 
0.0786536 , 4956.42 , 
0.078722 , 4948.38 , 
0.0787906 , 4940.33 , 
0.0788591 , 4932.28 , 
0.0789278 , 4924.24 , 
0.0789965 , 4916.19 , 
0.0790652 , 4908.14 , 
0.0791341 , 4900.1 , 
0.0792029 , 4892.05 , 
0.0792719 , 4884 , 
0.0793409 , 4875.96 , 
0.0794099 , 4867.91 , 
0.0794791 , 4859.86 , 
0.0795482 , 4851.82 , 
0.0796175 , 4843.77 , 
0.0796868 , 4835.73 , 
0.0797561 , 4827.68 , 
0.0798256 , 4819.64 , 
0.079895 , 4811.6 , 
0.0799646 , 4803.56 , 
0.0800342 , 4795.52 , 
0.0801039 , 4787.48 , 
0.0801736 , 4779.45 , 
0.0802434 , 4771.41 , 
0.0803132 , 4763.38 , 
0.0803831 , 4755.35 , 
0.0804531 , 4747.32 , 
0.0805231 , 4739.29 , 
0.0805932 , 4731.27 , 
0.0806633 , 4723.24 , 
0.0807336 , 4715.22 , 
0.0808038 , 4707.21 , 
0.0808742 , 4699.19 , 
0.0809446 , 4691.18 , 
0.081015 , 4683.17 , 
0.0810855 , 4675.16 , 
0.0811561 , 4667.16 , 
0.0812267 , 4659.16 , 
0.0812974 , 4651.16 , 
0.0813682 , 4643.17 , 
0.081439 , 4635.18 , 
0.0815099 , 4627.19 , 
0.0815809 , 4619.21 , 
0.0816519 , 4611.23 , 
0.0817229 , 4603.26 , 
0.0817941 , 4595.29 , 
0.0818653 , 4587.32 , 
0.0819365 , 4579.36 , 
0.0820078 , 4571.4 , 
0.0820792 , 4563.45 , 
0.0821507 , 4555.5 , 
0.0822222 , 4547.56 , 
0.0822937 , 4539.62 , 
0.0823654 , 4531.69 , 
0.0824371 , 4523.76 , 
0.0825088 , 4515.84 , 
0.0825806 , 4507.92 , 
0.0826525 , 4500.01 , 
0.0827245 , 4492.1 , 
0.0827965 , 4484.2 , 
0.0828685 , 4476.31 , 
0.0829407 , 4468.42 , 
0.0830129 , 4460.54 , 
0.0830851 , 4452.66 , 
0.0831574 , 4444.8 , 
0.0832298 , 4436.93 , 
0.0833023 , 4429.08 , 
0.0833748 , 4421.23 , 
0.0834473 , 4413.39 , 
0.08352 , 4405.55 , 
0.0835927 , 4397.72 , 
0.0836654 , 4389.9 , 
0.0837383 , 4382.09 , 
0.0838111 , 4374.28 , 
0.0838841 , 4366.48 , 
0.0839571 , 4358.69 , 
0.0840302 , 4350.91 , 
0.0841033 , 4343.14 , 
0.0841765 , 4335.37 , 
0.0842498 , 4327.61 , 
0.0843231 , 4319.86 , 
0.0843965 , 4312.12 , 
0.08447 , 4304.39 , 
0.0845435 , 4296.67 , 
0.0846171 , 4288.95 , 
0.0846908 , 4281.25 , 
0.0847645 , 4273.55 , 
0.0848382 , 4265.86 , 
0.0849121 , 4258.18 , 
0.084986 , 4250.52 , 
0.08506 , 4242.86 , 
0.085134 , 4235.21 , 
0.0852081 , 4227.56 , 
0.0852823 , 4219.93 , 
0.0853565 , 4212.31 , 
0.0854308 , 4204.7 , 
0.0855052 , 4197.1 , 
0.0855796 , 4189.51 , 
0.0856541 , 4181.93 , 
0.0857286 , 4174.36 , 
0.0858033 , 4166.8 , 
0.0858779 , 4159.25 , 
0.0859527 , 4151.71 , 
0.0860275 , 4144.18 , 
0.0861024 , 4136.66 , 
0.0861773 , 4129.15 , 
0.0862523 , 4121.66 , 
0.0863274 , 4114.17 , 
0.0864026 , 4106.7 , 
0.0864778 , 4099.24 , 
0.086553 , 4091.79 , 
0.0866284 , 4084.35 , 
0.0867038 , 4076.92 , 
0.0867792 , 4069.5 , 
0.0868548 , 4062.1 , 
0.0869304 , 4054.7 , 
0.087006 , 4047.32 , 
0.0870818 , 4039.96 , 
0.0871576 , 4032.6 , 
0.0872334 , 4025.25 , 
0.0873094 , 4017.92 , 
0.0873854 , 4010.6 , 
0.0874614 , 4003.3 , 
0.0875376 , 3996 , 
0.0876137 , 3988.72 , 
0.08769 , 3981.45 , 
0.0877663 , 3974.2 , 
0.0878427 , 3966.95 , 
0.0879192 , 3959.72 , 
0.0879957 , 3952.51 , 
0.0880723 , 3945.3 , 
0.088149 , 3938.11 , 
0.0882257 , 3930.94 , 
0.0883025 , 3923.78 , 
0.0883793 , 3916.63 , 
0.0884563 , 3909.49 , 
0.0885333 , 3902.37 , 
0.0886103 , 3895.27 , 
0.0886875 , 3888.17 , 
0.0887646 , 3881.1 , 
0.0888419 , 3874.03 , 
0.0889192 , 3866.98 , 
0.0889966 , 3859.95 , 
0.0890741 , 3852.93 , 
0.0891516 , 3845.93 , 
0.0892292 , 3838.94 , 
0.0893069 , 3831.96 , 
0.0893846 , 3825 , 
0.0894624 , 3818.06 , 
0.0895403 , 3811.13 , 
0.0896182 , 3804.22 , 
0.0896962 , 3797.32 , 
0.0897743 , 3790.44 , 
0.0898525 , 3783.57 , 
0.0899307 , 3776.72 , 
0.0900089 , 3769.88 , 
0.0900873 , 3763.07 , 
0.0901657 , 3756.26 , 
0.0902442 , 3749.48 , 
0.0903227 , 3742.71 , 
0.0904014 , 3735.95 , 
0.09048 , 3729.22 , 
0.0905588 , 3722.5 , 
0.0906376 , 3715.8 , 
0.0907165 , 3709.11 , 
0.0907955 , 3702.44 , 
0.0908745 , 3695.79 , 
0.0909536 , 3689.16 , 
0.0910328 , 3682.54 , 
0.091112 , 3675.94 , 
0.0911913 , 3669.36 , 
0.0912707 , 3662.79 , 
0.0913501 , 3656.25 , 
0.0914296 , 3649.72 , 
0.0915092 , 3643.21 , 
0.0915889 , 3636.72 , 
0.0916686 , 3630.24 , 
0.0917484 , 3623.79 , 
0.0918282 , 3617.35 , 
0.0919082 , 3610.94 , 
0.0919882 , 3604.54 , 
0.0920682 , 3598.16 , 
0.0921484 , 3591.79 , 
0.0922286 , 3585.45 , 
0.0923089 , 3579.13 , 
0.0923892 , 3572.82 , 
0.0924696 , 3566.54 , 
0.0925501 , 3560.27 , 
0.0926307 , 3554.03 , 
0.0927113 , 3547.8 , 
0.092792 , 3541.59 , 
0.0928728 , 3535.4 , 
0.0929536 , 3529.23 , 
0.0930345 , 3523.08 , 
0.0931155 , 3516.94 , 
0.0931965 , 3510.83 , 
0.0932777 , 3504.74 , 
0.0933589 , 3498.66 , 
0.0934401 , 3492.61 , 
0.0935214 , 3486.57 , 
0.0936028 , 3480.56 , 
0.0936843 , 3474.56 , 
0.0937659 , 3468.58 , 
0.0938475 , 3462.62 , 
0.0939292 , 3456.68 , 
0.0940109 , 3450.76 , 
0.0940928 , 3444.86 , 
0.0941747 , 3438.98 , 
0.0942566 , 3433.12 , 
0.0943387 , 3427.28 , 
0.0944208 , 3421.46 , 
0.094503 , 3415.66 , 
0.0945852 , 3409.87 , 
0.0946676 , 3404.11 , 
0.09475 , 3398.37 , 
0.0948324 , 3392.64 , 
0.094915 , 3386.94 , 
0.0949976 , 3381.25 , 
0.0950803 , 3375.59 , 
0.095163 , 3369.94 , 
0.0952459 , 3364.31 , 
0.0953288 , 3358.71 , 
0.0954117 , 3353.12 , 
0.0954948 , 3347.56 , 
0.0955779 , 3342.01 , 
0.0956611 , 3336.48 , 
0.0957444 , 3330.97 , 
0.0958277 , 3325.49 , 
0.0959111 , 3320.02 , 
0.0959946 , 3314.57 , 
0.0960782 , 3309.14 , 
0.0961618 , 3303.73 , 
0.0962455 , 3298.35 , 
0.0963293 , 3292.98 , 
0.0964131 , 3287.63 , 
0.096497 , 3282.3 , 
0.096581 , 3276.99 , 
0.0966651 , 3271.71 , 
0.0967492 , 3266.44 , 
0.0968334 , 3261.19 , 
0.0969177 , 3255.96 , 
0.0970021 , 3250.75 , 
0.0970865 , 3245.56 , 
0.097171 , 3240.4 , 
0.0972556 , 3235.25 , 
0.0973402 , 3230.12 , 
0.097425 , 3225.01 , 
0.0975098 , 3219.93 , 
0.0975946 , 3214.86 , 
0.0976796 , 3209.81 , 
0.0977646 , 3204.79 , 
0.0978497 , 3199.78 , 
0.0979349 , 3194.79 , 
0.0980201 , 3189.83 , 
0.0981054 , 3184.88 , 
0.0981908 , 3179.96 , 
0.0982763 , 3175.05 , 
0.0983618 , 3170.17 , 
0.0984475 , 3165.3 , 
0.0985332 , 3160.46 , 
0.0986189 , 3155.64 , 
0.0987048 , 3150.83 , 
0.0987907 , 3146.05 , 
0.0988767 , 3141.29 , 
0.0989627 , 3136.55 , 
0.0990489 , 3131.83 , 
0.0991351 , 3127.13 , 
0.0992214 , 3122.45 , 
0.0993077 , 3117.79 , 
0.0993942 , 3113.15 , 
0.0994807 , 3108.53 , 
0.0995673 , 3103.93 , 
0.0996539 , 3099.36 , 
0.0997407 , 3094.8 , 
0.0998275 , 3090.26 , 
0.0999144 , 3085.75 , 
0.100001 , 3081.25 , 
0.100088 , 3076.78 , 
0.100176 , 3072.33 , 
0.100263 , 3067.89 , 
0.10035 , 3063.48 , 
0.100437 , 3059.09 , 
0.100525 , 3054.72 , 
0.100612 , 3050.37 , 
0.1007 , 3046.04 , 
0.100787 , 3041.74 , 
0.100875 , 3037.45 , 
0.100963 , 3033.18 , 
0.101051 , 3028.94 , 
0.101139 , 3024.71 , 
0.101227 , 3020.5 , 
0.101315 , 3016.32 , 
0.101403 , 3012.15 , 
0.101491 , 3008.01 , 
0.10158 , 3003.88 , 
0.101668 , 2999.78 , 
0.101757 , 2995.69 , 
0.101845 , 2991.62 , 
0.101934 , 2987.58 , 
0.102023 , 2983.55 , 
0.102111 , 2979.54 , 
0.1022 , 2975.55 , 
0.102289 , 2971.59 , 
0.102378 , 2967.64 , 
0.102467 , 2963.71 , 
0.102557 , 2959.79 , 
0.102646 , 2955.9 , 
0.102735 , 2952.03 , 
0.102825 , 2948.17 , 
0.102914 , 2944.34 , 
0.103004 , 2940.52 , 
0.103093 , 2936.72 , 
0.103183 , 2932.94 , 
0.103273 , 2929.17 , 
0.103363 , 2925.43 , 
0.103453 , 2921.7 , 
0.103543 , 2917.99 , 
0.103633 , 2914.3 , 
0.103723 , 2910.63 , 
0.103813 , 2906.98 , 
0.103904 , 2903.34 , 
0.103994 , 2899.72 , 
0.104085 , 2896.12 , 
0.104175 , 2892.53 , 
0.104266 , 2888.97 , 
0.104357 , 2885.42 , 
0.104448 , 2881.88 , 
0.104539 , 2878.37 , 
0.10463 , 2874.87 , 
0.104721 , 2871.39 , 
0.104812 , 2867.92 , 
0.104903 , 2864.47 , 
0.104994 , 2861.04 , 
0.105086 , 2857.63 , 
0.105177 , 2854.23 , 
0.105269 , 2850.84 , 
0.10536 , 2847.48 , 
0.105452 , 2844.13 , 
0.105544 , 2840.79 , 
0.105636 , 2837.47 , 
0.105728 , 2834.17 , 
0.10582 , 2830.88 , 
0.105912 , 2827.61 , 
0.106004 , 2824.35 , 
0.106096 , 2821.11 , 
0.106189 , 2817.89 , 
0.106281 , 2814.67 , 
0.106373 , 2811.48 , 
0.106466 , 2808.3 , 
0.106559 , 2805.13 , 
0.106652 , 2801.98 , 
0.106744 , 2798.84 , 
0.106837 , 2795.72 , 
0.10693 , 2792.61 , 
0.107023 , 2789.52 , 
0.107116 , 2786.44 , 
0.10721 , 2783.37 , 
0.107303 , 2780.32 , 
0.107396 , 2777.28 , 
0.10749 , 2774.26 , 
0.107583 , 2771.25 , 
0.107677 , 2768.25 , 
0.107771 , 2765.27 , 
0.107865 , 2762.3 , 
0.107959 , 2759.34 , 
0.108052 , 2756.4 , 
0.108147 , 2753.46 , 
0.108241 , 2750.54 , 
0.108335 , 2747.64 , 
0.108429 , 2744.75 , 
0.108524 , 2741.86 , 
0.108618 , 2738.99 , 
0.108713 , 2736.14 , 
0.108807 , 2733.29 , 
0.108902 , 2730.46 , 
0.108997 , 2727.64 , 
0.109092 , 2724.83 , 
0.109187 , 2722.03 , 
0.109282 , 2719.25 , 
0.109377 , 2716.47 , 
0.109472 , 2713.71 , 
0.109567 , 2710.96 , 
0.109663 , 2708.21 , 
0.109758 , 2705.48 , 
0.109854 , 2702.76 , 
0.109949 , 2700.05 , 
0.110045 , 2697.35 , 
0.110141 , 2694.66 , 
0.110236 , 2691.98 , 
0.110332 , 2689.32 , 
0.110428 , 2686.66 , 
0.110525 , 2684.01 , 
0.110621 , 2681.37 , 
0.110717 , 2678.74 , 
0.110813 , 2676.12 , 
0.11091 , 2673.51 , 
0.111006 , 2670.9 , 
0.111103 , 2668.31 , 
0.1112 , 2665.72 , 
0.111297 , 2663.15 , 
0.111393 , 2660.58 , 
0.11149 , 2658.02 , 
0.111587 , 2655.47 , 
0.111685 , 2652.93 , 
0.111782 , 2650.4 , 
0.111879 , 2647.87 , 
0.111976 , 2645.35 , 
0.112074 , 2642.84 , 
0.112171 , 2640.34 , 
0.112269 , 2637.84 , 
0.112367 , 2635.35 , 
0.112465 , 2632.87 , 
0.112563 , 2630.39 , 
0.112661 , 2627.92 , 
0.112759 , 2625.46 , 
0.112857 , 2623.01 , 
0.112955 , 2620.56 , 
0.113053 , 2618.11 , 
0.113152 , 2615.68 , 
0.11325 , 2613.24 , 
0.113349 , 2610.82 , 
0.113447 , 2608.4 , 
0.113546 , 2605.98 , 
0.113645 , 2603.57 , 
0.113744 , 2601.17 , 
0.113843 , 2598.77 , 
0.113942 , 2596.37 , 
0.114041 , 2593.98 , 
0.11414 , 2591.6 , 
0.11424 , 2589.22 , 
0.114339 , 2586.84 , 
0.114439 , 2584.47 , 
0.114538 , 2582.1 , 
0.114638 , 2579.73 , 
0.114738 , 2577.37 , 
0.114838 , 2575.01 , 
0.114938 , 2572.65 , 
0.115038 , 2570.3 , 
0.115138 , 2567.95 , 
0.115238 , 2565.6 , 
0.115338 , 2563.25 , 
0.115439 , 2560.91 , 
0.115539 , 2558.57 , 
0.11564 , 2556.23 , 
0.11574 , 2553.89 , 
0.115841 , 2551.56 , 
0.115942 , 2549.22 , 
0.116043 , 2546.89 , 
0.116144 , 2544.55 , 
0.116245 , 2542.22 , 
0.116346 , 2539.89 , 
0.116447 , 2537.56 , 
0.116549 , 2535.23 , 
0.11665 , 2532.9 , 
0.116752 , 2530.57 , 
0.116853 , 2528.24 , 
0.116955 , 2525.91 , 
0.117057 , 2523.58 , 
0.117159 , 2521.25 , 
0.117261 , 2518.92 , 
0.117363 , 2516.58 , 
0.117465 , 2514.25 , 
0.117567 , 2511.91 , 
0.11767 , 2509.57 , 
0.117772 , 2507.23 , 
0.117875 , 2504.89 , 
0.117977 , 2502.54 , 
0.11808 , 2500.2 , 
0.118183 , 2497.85 , 
0.118285 , 2495.49 , 
0.118388 , 2493.14 , 
0.118492 , 2490.78 , 
0.118595 , 2488.41 , 
0.118698 , 2486.05 , 
0.118801 , 2483.68 , 
0.118905 , 2481.3 , 
0.119008 , 2478.92 , 
0.119112 , 2476.54 , 
0.119215 , 2474.15 , 
0.119319 , 2471.76 , 
0.119423 , 2469.36 , 
0.119527 , 2466.95 , 
0.119631 , 2464.54 , 
0.119735 , 2462.13 , 
0.119839 , 2459.71 , 
0.119944 , 2457.28 , 
0.120048 , 2454.84 , 
0.120153 , 2452.4 , 
0.120257 , 2449.96 , 
0.120362 , 2447.5 , 
0.120467 , 2445.04 , 
0.120571 , 2442.58 , 
0.120676 , 2440.11 , 
0.120781 , 2437.63 , 
0.120887 , 2435.14 , 
0.120992 , 2432.65 , 
0.121097 , 2430.15 , 
0.121202 , 2427.64 , 
0.121308 , 2425.13 , 
0.121414 , 2422.61 , 
0.121519 , 2420.08 , 
0.121625 , 2417.54 , 
0.121731 , 2415 , 
0.121837 , 2412.45 , 
0.121943 , 2409.9 , 
0.122049 , 2407.33 , 
0.122155 , 2404.76 , 
0.122262 , 2402.18 , 
0.122368 , 2399.59 , 
0.122474 , 2397 , 
0.122581 , 2394.4 , 
0.122688 , 2391.79 , 
0.122795 , 2389.17 , 
0.122901 , 2386.55 , 
0.123008 , 2383.91 , 
0.123115 , 2381.27 , 
0.123223 , 2378.62 , 
0.12333 , 2375.97 , 
0.123437 , 2373.3 , 
0.123545 , 2370.63 , 
0.123652 , 2367.94 , 
0.12376 , 2365.25 , 
0.123868 , 2362.56 , 
0.123975 , 2359.85 , 
0.124083 , 2357.13 , 
0.124191 , 2354.41 , 
0.124299 , 2351.67 , 
0.124408 , 2348.93 , 
0.124516 , 2346.18 , 
0.124624 , 2343.42 , 
0.124733 , 2340.65 , 
0.124841 , 2337.88 , 
0.12495 , 2335.09 , 
0.125059 , 2332.3 , 
0.125168 , 2329.49 , 
0.125277 , 2326.68 , 
0.125386 , 2323.85 , 
0.125495 , 2321.02 , 
0.125604 , 2318.18 , 
0.125713 , 2315.33 , 
0.125823 , 2312.47 , 
0.125932 , 2309.59 , 
0.126042 , 2306.71 , 
0.126152 , 2303.82 , 
0.126261 , 2300.92 , 
0.126371 , 2298.01 , 
0.126481 , 2295.09 , 
0.126591 , 2292.16 , 
0.126702 , 2289.22 , 
0.126812 , 2286.27 , 
0.126922 , 2283.31 , 
0.127033 , 2280.34 , 
0.127143 , 2277.36 , 
0.127254 , 2274.37 , 
0.127365 , 2271.36 , 
0.127476 , 2268.35 , 
0.127586 , 2265.33 , 
0.127698 , 2262.29 , 
0.127809 , 2259.25 , 
0.12792 , 2256.19 , 
0.128031 , 2253.12 , 
0.128143 , 2250.04 , 
0.128254 , 2246.95 , 
0.128366 , 2243.85 , 
0.128478 , 2240.74 , 
0.128589 , 2237.62 , 
0.128701 , 2234.48 , 
0.128813 , 2231.34 , 
0.128926 , 2228.18 , 
0.129038 , 2225.01 , 
0.12915 , 2221.83 , 
0.129262 , 2218.64 , 
0.129375 , 2215.44 , 
0.129488 , 2212.22 , 
0.1296 , 2208.99 , 
0.129713 , 2205.75 , 
0.129826 , 2202.5 , 
0.129939 , 2199.23 , 
0.130052 , 2195.96 , 
0.130165 , 2192.67 , 
0.130279 , 2189.37 , 
0.130392 , 2186.05 , 
0.130506 , 2182.73 , 
0.130619 , 2179.39 , 
0.130733 , 2176.04 , 
0.130847 , 2172.67 , 
0.13096 , 2169.3 , 
0.131074 , 2165.91 , 
0.131189 , 2162.51 , 
0.131303 , 2159.09 , 
0.131417 , 2155.66 , 
0.131531 , 2152.22 , 
0.131646 , 2148.77 , 
0.131761 , 2145.31 , 
0.131875 , 2141.84 , 
0.13199 , 2138.35 , 
0.132105 , 2134.85 , 
0.13222 , 2131.34 , 
0.132335 , 2127.82 , 
0.13245 , 2124.29 , 
0.132565 , 2120.74 , 
0.132681 , 2117.19 , 
0.132796 , 2113.62 , 
0.132912 , 2110.05 , 
0.133028 , 2106.46 , 
0.133143 , 2102.87 , 
0.133259 , 2099.26 , 
0.133375 , 2095.64 , 
0.133491 , 2092.01 , 
0.133608 , 2088.38 , 
0.133724 , 2084.73 , 
0.13384 , 2081.07 , 
0.133957 , 2077.41 , 
0.134073 , 2073.73 , 
0.13419 , 2070.05 , 
0.134307 , 2066.35 , 
0.134424 , 2062.65 , 
0.134541 , 2058.94 , 
0.134658 , 2055.22 , 
0.134775 , 2051.49 , 
0.134892 , 2047.75 , 
0.13501 , 2044.01 , 
0.135127 , 2040.25 , 
0.135245 , 2036.49 , 
0.135363 , 2032.72 , 
0.13548 , 2028.95 , 
0.135598 , 2025.16 , 
0.135716 , 2021.37 , 
0.135835 , 2017.57 , 
0.135953 , 2013.76 , 
0.136071 , 2009.95 , 
0.13619 , 2006.13 , 
0.136308 , 2002.3 , 
0.136427 , 1998.47 , 
0.136545 , 1994.63 , 
0.136664 , 1990.79 , 
0.136783 , 1986.93 , 
0.136902 , 1983.08 , 
0.137021 , 1979.21 , 
0.137141 , 1975.34 , 
0.13726 , 1971.47 , 
0.13738 , 1967.59 , 
0.137499 , 1963.7 , 
0.137619 , 1959.81 , 
0.137739 , 1955.92 , 
0.137859 , 1952.02 , 
0.137979 , 1948.12 , 
0.138099 , 1944.21 , 
0.138219 , 1940.29 , 
0.138339 , 1936.38 , 
0.13846 , 1932.46 , 
0.13858 , 1928.53 , 
0.138701 , 1924.6 , 
0.138821 , 1920.67 , 
0.138942 , 1916.74 , 
0.139063 , 1912.8 , 
0.139184 , 1908.86 , 
0.139305 , 1904.91 , 
0.139427 , 1900.97 , 
0.139548 , 1897.02 , 
0.139669 , 1893.07 , 
0.139791 , 1889.11 , 
0.139913 , 1885.16 , 
0.140034 , 1881.2 , 
0.140156 , 1877.24 , 
0.140278 , 1873.28 , 
0.1404 , 1869.32 , 
0.140523 , 1865.35 , 
0.140645 , 1861.39 , 
0.140767 , 1857.42 , 
0.14089 , 1853.46 , 
0.141013 , 1849.49 , 
0.141135 , 1845.53 , 
0.141258 , 1841.56 , 
0.141381 , 1837.59 , 
0.141504 , 1833.62 , 
0.141627 , 1829.66 , 
0.141751 , 1825.69 , 
0.141874 , 1821.73 , 
0.141997 , 1817.76 , 
0.142121 , 1813.8 , 
0.142245 , 1809.83 , 
0.142369 , 1805.87 , 
0.142493 , 1801.91 , 
0.142617 , 1797.95 , 
0.142741 , 1794 , 
0.142865 , 1790.04 , 
0.142989 , 1786.09 , 
0.143114 , 1782.14 , 
0.143238 , 1778.19 , 
0.143363 , 1774.25 , 
0.143488 , 1770.31 , 
0.143613 , 1766.37 , 
0.143738 , 1762.43 , 
0.143863 , 1758.5 , 
0.143988 , 1754.57 , 
0.144113 , 1750.64 , 
0.144239 , 1746.72 , 
0.144364 , 1742.8 , 
0.14449 , 1738.88 , 
0.144616 , 1734.97 , 
0.144742 , 1731.06 , 
0.144868 , 1727.16 , 
0.144994 , 1723.26 , 
0.14512 , 1719.37 , 
0.145246 , 1715.48 , 
0.145373 , 1711.6 , 
0.145499 , 1707.72 , 
0.145626 , 1703.85 , 
0.145753 , 1699.98 , 
0.145879 , 1696.12 , 
0.146006 , 1692.26 , 
0.146133 , 1688.41 , 
0.146261 , 1684.57 , 
0.146388 , 1680.73 , 
0.146515 , 1676.9 , 
0.146643 , 1673.07 , 
0.146771 , 1669.25 , 
0.146898 , 1665.44 , 
0.147026 , 1661.63 , 
0.147154 , 1657.84 , 
0.147282 , 1654.04 , 
0.14741 , 1650.26 , 
0.147539 , 1646.49 , 
0.147667 , 1642.72 , 
0.147796 , 1638.96 , 
0.147924 , 1635.2 , 
0.148053 , 1631.46 , 
0.148182 , 1627.73 , 
0.148311 , 1624 , 
0.14844 , 1620.28 , 
0.148569 , 1616.57 , 
0.148699 , 1612.87 , 
0.148828 , 1609.18 , 
0.148958 , 1605.49 , 
0.149087 , 1601.82 , 
0.149217 , 1598.16 , 
0.149347 , 1594.51 , 
0.149477 , 1590.86 , 
0.149607 , 1587.23 , 
0.149737 , 1583.61 , 
0.149868 , 1579.99 , 
0.149998 , 1576.39 , 
0.150129 , 1572.8 , 
0.150259 , 1569.22 , 
0.15039 , 1565.65 , 
0.150521 , 1562.09 , 
0.150652 , 1558.54 , 
0.150783 , 1555.01 , 
0.150914 , 1551.48 , 
0.151046 , 1547.97 , 
0.151177 , 1544.47 , 
0.151309 , 1540.98 , 
0.15144 , 1537.51 , 
0.151572 , 1534.05 , 
0.151704 , 1530.6 , 
0.151836 , 1527.16 , 
0.151968 , 1523.73 , 
0.152101 , 1520.32 , 
0.152233 , 1516.92 , 
0.152366 , 1513.54 , 
0.152498 , 1510.17 , 
0.152631 , 1506.81 , 
0.152764 , 1503.47 , 
0.152897 , 1500.14 , 
0.15303 , 1496.83 , 
0.153163 , 1493.53 , 
0.153296 , 1490.24 , 
0.15343 , 1486.97 , 
0.153563 , 1483.72 , 
0.153697 , 1480.48 , 
0.153831 , 1477.25 , 
0.153965 , 1474.04 , 
0.154099 , 1470.85 , 
0.154233 , 1467.67 , 
0.154367 , 1464.51 , 
0.154501 , 1461.37 , 
0.154636 , 1458.24 , 
0.15477 , 1455.13 , 
0.154905 , 1452.03 , 
0.15504 , 1448.95 , 
0.155175 , 1445.89 , 
0.15531 , 1442.85 , 
0.155445 , 1439.82 , 
0.155581 , 1436.81 , 
0.155716 , 1433.82 , 
0.155851 , 1430.85 , 
0.155987 , 1427.89 , 
0.156123 , 1424.96 , 
0.156259 , 1422.04 , 
0.156395 , 1419.14 , 
0.156531 , 1416.25 , 
0.156667 , 1413.39 , 
0.156804 , 1410.54 , 
0.15694 , 1407.72 , 
0.157077 , 1404.91 , 
0.157213 , 1402.11 , 
0.15735 , 1399.34 , 
0.157487 , 1396.58 , 
0.157624 , 1393.84 , 
0.157761 , 1391.12 , 
0.157899 , 1388.42 , 
0.158036 , 1385.73 , 
0.158174 , 1383.06 , 
0.158311 , 1380.41 , 
0.158449 , 1377.77 , 
0.158587 , 1375.16 , 
0.158725 , 1372.55 , 
0.158863 , 1369.97 , 
0.159002 , 1367.4 , 
0.15914 , 1364.85 , 
0.159279 , 1362.32 , 
0.159417 , 1359.8 , 
0.159556 , 1357.3 , 
0.159695 , 1354.82 , 
0.159834 , 1352.35 , 
0.159973 , 1349.9 , 
0.160112 , 1347.47 , 
0.160252 , 1345.05 , 
0.160391 , 1342.65 , 
